genres,title,item_id,anio_lanzamiento
"simulation,sports",Football Manager Touch 2017 - No Loan Restrictions,489847,2016
"simulation,sports",Football Manager Touch 2017 - All Players Interested,489841,2016
"simulation,sports",Football Manager Touch 2017 - Foreign Influx,489845,2016
"simulation,sports",Football Manager Touch 2017 - No Sacking,489848,2016
"action,adventure,indie,rpg,simulation,strategy,early access",Heroes of Issachar,305720,2016
"casual,indie,early access",Project Lounge,508710,2016
"action,adventure,indie,rpg,simulation,strategy",Heroes of Issachar - Developer's Edition,509890,2016
"action,adventure,casual,free to play,massively multiplayer,rpg",Digimon Masters Online,537180,2016
"action,casual,indie,strategy",Kittypocalypse - Ungoggled,529410,2016
simulation,Train Simulator: Chessie System U30C Loco Add-On,376958,2016
"action,indie,early access",Zero G Arena,467820,2016
strategy,Sengoku Jidai: Mandate of Heaven,502361,2016
"action,adventure,massively multiplayer",Woodle Tree 2: Worlds - Soundtrack,553190,2016
"indie,simulation,strategy,early access",Another Brick in the Mall,521150,2016
"action,rpg",Xanadu Next,312560,2016
simulation,Hunting Unlimited 2009,545940,2008
simulation,Hunting Unlimited 4,545920,2006
"action,adventure,indie",Painted Memories,542930,2016
"action,casual,indie",TRI.DEFENDER,541960,2016
"indie,simulation,sports",Pro Skater 2D,551930,2016
"indie,simulation,strategy",Particle Fleet: Emergence - Corporate Bonus,547070,2016
"indie,rpg",Anguished,552310,2016
"indie,rpg,strategy",Fantasy Grounds - Savage Worlds Horror Companion,550640,2016
"action,adventure,indie,early access",Grim Dragons,491440,2017
"casual,indie",YANKAI'S TRIANGLE,527740,2016
casual,Jewel Quest Seven Seas Collector's Edition,540360,2016
racing,Moto Racer  4,417430,2016
"simulation,strategy",Command LIVE - Don of a New Era,497610,2016
"action,rpg,simulation",Metal Noise,520810,2016
"indie,simulation",Slap The Fly,543030,2016
"action,adventure,indie",Grimm: Dark Legacy,536640,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #007: The Pententieyrie (5E),548730,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #008: Carrionholme (5E),549250,2016
"indie,rpg,strategy",Fantasy Grounds - Slipstream Setting (Savage Worlds),551240,2016
"adventure,indie",Darkness Ahead,547710,2016
"racing,simulation,sports",Ride 2 Limited Edition Bikes Pack,515110,2016
simulation,TS Marketplace: ÖBB Rnoos Wagon Pack Add-On,448204,2016
indie,King Machine,521140,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Iggy and The Stooges - “Search and Destroy”,509650,2016
"action,adventure",Escape From Starkiller Base Level Pack,466551,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Marcy Playground - “Sex and Candy”,509651,2016
"action,indie",Septic Savages,547000,2016
"indie,rpg,strategy",Fantasy Grounds - Hellfrost Land of Fire (Savage Worlds),541880,2016
"indie,rpg,strategy",Fantasy Grounds - Rippers (Savage Worlds),546720,2016
"indie,strategy",Megalo Polis,434870,2016
"indie,rpg,strategy",Fantasy Grounds - Sundered Skies: Festival of Madness (Savage Worlds),548690,2016
"indie,rpg,strategy",Fantasy Grounds - Rippers Companion (Savage Worlds),545310,2016
"indie,rpg,strategy",Fantasy Grounds - Hellfrost: Shadows of Darkness,550260,2016
"indie,rpg,strategy",Fantasy Grounds - Deadlands Reloaded: Hell on Earth Reloaded,534580,2016
"indie,rpg,strategy",Fantasy Grounds - Deadlands Reloaded: Hell on Earth Reloaded Player's Guide,534650,2016
"indie,rpg,strategy",Fantasy Grounds - 50 Fathom's Player's Guide (Savage Worlds),535180,2016
"indie,rpg,strategy",Fantasy Grounds - Sundered Skies: Mists of the Savannah (Savage Worlds),549230,2016
"indie,rpg,strategy",Fantasy Grounds - 50 Fathoms (Savage Worlds),534670,2016
"design &amp,illustration,photo editing,utilities",CameraBag Photo,548760,2016
"action,adventure,casual,indie",Vulture Island,540320,2016
action,Izanami's Dream Battle Original Soundtrack,549640,2016
casual,Mosaic: Game of Gods,547390,2016
"action,casual,indie",SPLIT BULLET,449450,2016
"action,adventure,indie",The Secret of Pineview Forest,451960,2016
"action,indie",The Ship: Remasted,383790,2016
"adventure,indie,rpg",Creepy Castle,450440,2016
"indie,simulation,sports,strategy",Franchise Hockey Manager 3,465660,2016
indie,Hero Boy,512370,2016
"casual,indie",Gem Forge,546170,2016
"casual,indie",Shift Orb,455480,2016
action,Hybrid Wars - Yoko Takano,442840,2016
simulation,FSX Steam Edition: Pilatus PC-9/A Add-On,500208,2016
simulation,FSX Steam Edition: US Cities X: Los Angeles Add-On,536540,2016
"action,casual,indie,racing",Gear Gauntlet,486890,2016
"action,adventure,casual,indie",Super Dungeon Bros,306000,2016
"action,adventure,casual,indie",Super Dungeon Bros - 80s Soundtrack,439232,2016
"action,adventure,casual,indie",Super Dungeon Bros - Dubstep Soundtrack,439230,2016
"action,adventure,casual,indie",Super Dungeon Bros - Heavy Metal Soundtrack,439231,2016
"action,adventure,casual,indie",Super Dungeon Bros - Soundtrack Bundle 1,468140,2016
"action,adventure,casual,indie",Super Dungeon Bros - Broettes,435610,2016
"action,adventure,indie",Owlboy,115800,2016
"adventure,indie,rpg,strategy",Eisenwald: Blood of November,528820,2016
action,Tom Clancy's Rainbow Six® Siege - Fuze Ghost Recon set,550880,2016
"action,casual,indie,strategy",Kaiju-A-GoGo: Grave Goop Halloween Skin,544250,2016
"adventure,indie",Layers of Fear - Soundtrack,550210,2016
"animation &amp,modeling,design &amp,illustration",Game Character Hub: Portfolio Edition,529830,2016
"action,adventure,indie",The face of hope: Underground,545280,2016
"action,adventure,massively multiplayer",Operation Breakout,546660,2016
"casual,indie",Ball of Wonder,508760,2016
"action,adventure,casual,free to play,indie,simulation,sports,strategy",Pixel Puzzles Ultimate - Puzzle Pack: 2000 AD,538600,2016
"indie,strategy",Grave Matters,530680,2016
"action,indie",ShapeRockets,531480,2016
strategy,Reiner Knizia's The Confrontation - Variant Mode DLC,549830,2016
"free to play,strategy",Shadowverse CCG,453480,2016
"animation &amp,modeling,design &amp,illustration",RealityCapture,489180,2016
"action,indie",Sombrero: Spaghetti Western Mayhem,472690,2016
"design &amp,illustration,photo editing,utilities",ePic Character Generator - Season #2: Female Halloween,488993,2016
casual,Just Dance 2017,446560,2016
"indie,rpg,strategy",Fantasy Grounds - One on One Adventures #14: A Sickness in Silverton (PFRPG),547020,2016
"indie,rpg,strategy",Fantasy Grounds - Trail of the Apprentice: The Wizard's Dungeon (5E),547170,2016
"design &amp,illustration,photo editing,utilities",ePic Character Generator - Season #2: Female Warrior,488994,2016
"indie,rpg,strategy",Fantasy Grounds - 1 on 1 Adventures #12: Journey into Riddle Canyon (PFRPG),548190,2016
strategy,Blight of the Immortals,494220,2016
"rpg,strategy",Hyperdimension Neptunia Re;Birth3 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth3 デラックスセット,545020,2016
"casual,indie,rpg,simulation,strategy",Tabletop Simulator - Darkrock Ventures,468735,2016
"action,adventure",First Order Siege of Takodana Level Pack,466550,2016
"action,indie,early access",Blast Brawl 2: Bloody Boogaloo,447980,2016
"free to play,indie,rpg",Maneki's Curse,448390,2016
"action,indie",BANG BANG BANG!,524650,2014
indie,Scary Humans,533960,2016
"free to play,massively multiplayer,strategy",Age of Cavemen - Starter Pack,542840,2016
"action,casual,indie",Flying Pengy,519870,2016
simulation,TS Marketplace: Class 465 Southeastern Livery Pack Add-On,275134,2016
"casual,indie,strategy",A Day in the Woods,526890,2011
"casual,indie",Death's Life,502100,2016
"action,adventure,casual,free to play,indie",Clown2Beat,547870,2016
"action,casual,indie,strategy",LUXIS,513820,2016
"adventure,indie,massively multiplayer",Meadow Soundtrack,506080,2016
"adventure,casual,indie",Shelter 2 Mountains EP,460280,2016
"action,adventure,casual,indie",Project: R.E.B.O.O.T,543170,2016
"action,adventure,indie",Ultimate Solid,534200,2016
simulation,FSX Steam Edition: Final Approach Add-On,500230,2016
"adventure,indie,rpg,strategy",Golden Swords,531490,2016
"action,indie",Exteria,532660,2016
"adventure,casual",Redemption Cemetery: Bitter Frost Collector's Edition,545910,2016
indie,The Solus Project - Official Soundtrack,532850,2016
"action,indie,rpg",Blackfaun,409460,2016
"casual,indie",Fiber Twig: Midnight Puzzle,550180,2016
indie,Party Golf,538550,2016
"action,casual,indie,sports,early access","Fire in the Goal ""轰个球""",535160,2016
"action,casual,indie",Dashing Dinos,455290,2016
"indie,rpg",Guild of Dungeoneering - Ice Cream Headaches,539040,2016
"adventure,indie,massively multiplayer",Meadow,486310,2016
"design &amp,illustration",Fables from the Den,504790,2016
rpg,The Deep Paths: Labyrinth Of Andokost,375500,2016
indie,Crazy Sapper 3D,529420,2016
"indie,racing",Wacky Wheels HD,422590,2016
"action,indie",VERSUS SQUAD,471330,2016
"action,indie",Versus Squad - OST,542130,2016
"adventure,indie",The Beard in the Mirror,385840,2016
"casual,indie,strategy",Slayaway Camp - Deluxe Edition DLC Pack,540730,2016
"adventure,strategy",Yomawari: Night Alone / 夜廻,477870,2016
"simulation,strategy",Conflict of Heroes: Awakening the Bear,510320,2012
"simulation,strategy",Conflict of Heroes: Storms of Steel,530640,2013
"adventure,casual,free to play,indie,rpg,simulation,strategy",Clicker Heroes: Zombie Auto Clicker,447220,2016
"adventure,indie",21 Steps to Soul,544820,2016
"casual,indie,simulation,strategy",Mars Industries,543790,2016
"action,casual,indie",Bumper Halloween,548070,2016
"action,adventure,casual,free to play,indie,simulation,sports,strategy",Pixel Puzzles Ultimate - Puzzle Pack: New England Fall,480592,2016
"racing,simulation,sports",Automobilista - Brit Pack,521610,2016
"action,adventure,casual,free to play,indie,simulation,sports,strategy",Pixel Puzzles Ultimate - Puzzle Pack: Aki,543810,2016
"adventure,casual,indie,rpg,strategy",Blood Ties,544870,2016
"action,adventure,indie",Altar Guardian,543770,2016
"adventure,free to play,indie",Awkward Dimensions Redux,529110,2016
"free to play,indie",The Puppet Master,544520,2016
"action,strategy",Total War: WARHAMMER - Grombrindal The White Dwarf,506190,2016
"action,adventure,indie",Unearthing Colossal,428590,2016
"action,adventure,indie",Unearthing Colossal - Soundtrack,545120,2016
casual,Dessert Storm,542710,2016
"action,indie",Wild Arena,533280,2016
adventure,Kyurinaga's Revenge,529580,2016
"casual,indie,sports",JumpBall,537360,2016
"casual,free to play,massively multiplayer,strategy",Halloween Content Pack,546860,2016
"adventure,indie",Murder Mystery Adventure,544140,2016
"adventure,indie,rpg",Iron Fish,532820,2016
"casual,indie,simulation,sports,strategy",Pure Hold'em - Undead Card Deck,438905,2016
"adventure,indie,strategy",DROD: King Dugan's Dungeon,422180,2016
"rpg,strategy",Mordheim: City of the Damned - Undead,534990,2016
"action,indie",Monsters!,336160,2016
"action,adventure,indie,strategy",Lithium: Inmate 39,463470,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Dragula”,509644,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Zombie Song Pack,509647,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – White Zombie  - “Black Sunshine”,509643,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Living Dead Girl”,509645,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Superbeast”,509646,2016
"indie,early access",The Shape Of Heart,511090,2016
"indie,racing,sports,strategy,early access",Chalo Chalo,410000,2016
"indie,racing,simulation,sports",Assetto Corsa - Porsche Pack I,526060,2016
"utilities,video production",CyberLink ActionDirector 2,471590,2016
"action,free to play,indie,massively multiplayer,rpg,simulation",Robocraft - Spooky Bundle,545090,2016
"free to play,massively multiplayer,rpg,strategy",Forge of Gods: Twilight Destroyers pack,537321,2016
"casual,simulation",Clouds &amp; Sheep 2,439800,2016
"action,casual",Bubble Blowout,542720,2016
"action,racing,simulation",Trucker,451660,2016
"action,adventure,indie",Max Stern,531240,2016
"casual,indie,simulation",The Cooking Game,504310,2016
"adventure,free to play,indie",Off-Peak Soundtrack,544980,2015
"adventure,free to play,indie",Off-Peak,467360,2015
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A7 The Despairing Stone,544080,2016
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A9 The Helm of Night,544460,2016
"action,indie",Codename: Rogue Fleet - The Reinforcements,494640,2016
"action,adventure,indie",Cursed Castilla (Maldita Castilla EX),534290,2016
"design &amp,illustration,web publishing",RPG Maker VX Ace - Fantastic Buildings: Modern,525440,2016
"animation &amp,modeling,design &amp,illustration,utilities",Spriter: Radius-Wing SHMUP Animated Art Pack,543340,2016
"adventure,casual,indie",Negligee - Dakimakuras,526520,2016
"design &amp,illustration,web publishing",RPG Maker MV - Animations Collection I: Quintessence,542490,2016
"action,indie,early access",Rogue Singularity,419710,2016
"adventure,casual",Phantasmat: Crucible Peak Collector's Edition,533080,2016
"action,indie",ReBoot,533890,2016
simulation,TANE DLC: ATSF GP38-2 Santa FE (2 Pack),537940,2016
"action,adventure,indie,rpg",Dawn of Warriors,540650,2016
"utilities,video production,early access",Stream Buddy,505550,2016
"indie,simulation",On the front line,542650,2016
"action,casual,indie",Project Hovercraft,497490,2016
"casual,simulation",Construction Simulator 2015: Liebherr HTM 1204 ZA,404283,2016
strategy,Talisman: The Horus Heresy - Prospero,530770,2016
simulation,Train Simulator: DB BR 112.1 Loco Add-On,376960,2016
"simulation,strategy",Graviteam Tactics: Drive on Voronezh,540820,2016
"design &amp,illustration,web publishing",RPG Maker VX Ace - Medieval Music Pack,525441,2016
"design &amp,illustration,web publishing",RPG Maker VX Ace - Emotional Music Pack,542501,2016
"free to play,indie,strategy",Astral Heroes,488910,2016
"adventure,indie",Tales of Cosmos,350480,2016
casual,Happy Critters,446110,2016
"adventure,casual,indie",Redrum: Dead Diary,541720,2016
web publishing,RPG Maker VX,521880,2008
"indie,rpg,strategy",Fantasy Grounds - D&amp;D Map Pack Volume 1,543670,2016
"adventure,indie",Rusty Lake: Roots,532110,2016
"action,strategy",Total War: WARHAMMER - Wurrzag,404015,2016
"simulation,strategy",Stellaris: Leviathans Story Pack,518910,2016
"action,adventure,free to play,indie,massively multiplayer,rpg,early access",AdventureQuest 3D,429790,2016
"indie,simulation,early access",Icity - a Flight Sim ... and a City Builder,534740,2016
"action,adventure,indie",The Atomy,458940,2016
"adventure,casual,indie",Negligee - Avatars,526532,2016
racing,Toyota Paint Scheme Pack 2,538352,2016
racing,Toyota Challenge Pack 2,538360,2016
racing,Paint Scheme Pack 4,539060,2016
"indie,strategy",Galaxy of Trian Board Game,525330,2016
"design &amp,illustration,web publishing",RPG Maker MV - Karugamo Contemporary BGM Pack 01,542640,2016
"action,indie,sports",Lance A Lot®: Classic Edition,495900,2016
"adventure,indie",Soulless: Ray Of Hope,528300,2016
strategy,Legends of Callasia: The Stoneborne,543090,2016
casual,Rose of Winter,540880,2016
"action,adventure,indie",Porradaria 2 - Vladmirson DLC,502980,2016
casual,Mahsung Deluxe,542690,2016
"action,adventure,indie,early access",Omni Link,529100,2016
"indie,strategy",100% Orange Juice - Acceleration Pack,537330,2016
"action,casual,indie",Super Hop 'N' Bop ULTRA,514930,2016
"adventure,indie",Invisible Apartment 3,532060,2016
"adventure,free to play,indie",Invisible Apartment 2,543220,2016
