,genres,title,tags,specs,price,early_access,item_id,developer,anio_lanzamiento
1296,"action,rpg",Borderlands 2: Psycho Domination Pack,"action,rpg","single-player,co-op,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",0.99,False,224165,Gearbox Software,2013
14421,action,Fire Fighter,action,single-player,6.99,False,667450,Dataware,2017
10395,"casual,indie,simulation,early access",Pinball Wicked,"early access,simulation,indie,casual,pinball,arcade,physics","single-player,steam achievements,full controller support",17.99,True,595960,Formslingers,2017
4423,simulation,TS Marketplace: VCA 45t GLW 2 axle vans Wagon Pack,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",4.99,False,326015,Fastline Simulation,2015
20339,"action,indie",12 is Better Than 6 Art Book,"action,indie","single-player,downloadable content",0.99,False,450830,Ink Stains Games,2016
21421,"action,casual,indie",Car Washer: Summer of the Ninja Demo,"action,indie,casual","single-player,game demo,steam achievements,full controller support,steam trading cards,steam cloud",,False,402410,Pen and Sword Games,2015
24607,"action,adventure,rpg",FATE: The Traitor Soul,"rpg,action,adventure,action rpg,dungeon crawler,singleplayer,hack and slash,loot","single-player,steam achievements,steam trading cards,steam cloud,steam leaderboards",7.99,False,303680,WildTangent,2009
13116,"adventure,indie",Campus Notes - forget me not. OST,"adventure,indie","single-player,downloadable content,steam achievements,steam trading cards,steam cloud",Free,False,691520,4th cluster,2017
2164,"casual,indie,simulation",Contraption Maker,"puzzle,physics,casual,indie,simulation,sandbox,level editor,2d,comedy,singleplayer,co-op,multiplayer","single-player,multi-player,online multi-player,online co-op,cross-platform multiplayer,steam achievements,steam trading cards,steam workshop,includes level editor",7.99,False,241240,Game Dev Castle,2014
25386,"indie,strategy",Strategic War in Europe,"strategy,indie,world war ii,turn-based strategy,wargame,historical,turn-based,hex grid","single-player,multi-player,co-op,shared/split screen,steam achievements,steam trading cards,steam workshop,steam cloud",14.99,False,283000,Wastelands Interactive,2014
16783,"adventure,casual,indie,rpg,strategy,early access",Low Magic Age,"early access,rpg,strategy,adventure,indie,casual,turn-based,turn-based combat,fantasy,tactical rpg,turn-based tactics,tactical,loot,classic,crafting,2d,difficult,singleplayer,rogue-like,hack and slash","single-player,steam achievements,steam trading cards,steam workshop,steam cloud",5.99,True,576770,Low Magic Studios,2017
27171,"adventure,indie",LIMBO,"indie,platformer,puzzle,atmospheric,dark,adventure,2d,singleplayer,horror,puzzle-platformer,surreal,short,difficult,side scroller,physics,minimalist,casual,action,cinematic,controller","single-player,steam achievements,full controller support,steam cloud",9.99,False,48000,Playdead,2011
21169,indie,Albert and Otto - Original Soundtrack,"indie,music,action,adventure,great soundtrack,atmospheric,soundtrack,platformer","single-player,downloadable content,steam achievements,full controller support",1.99,False,418580,Nikola Kostic,2015
19653,"casual,indie,strategy",One Troll Army,"strategy,free to play,indie,tower defense,casual,multiplayer,fantasy,action","single-player,multi-player,steam achievements,partial controller support",Free,False,438680,FlyAnvil,2016
24394,"action,adventure,racing",Disney•Pixar Cars 2: The Video Game,"action,adventure,racing,family friendly,psychological horror,horror","single-player,local multi-player,shared/split screen,full controller support,steam cloud",19.99,False,301760,Avalanche Software,2011
14074,casual,Silver Tale,"casual,match 3",single-player,6.99,False,677220,Playcademy,2017
7949,"adventure,indie,rpg,strategy,early access",For The King,"early access,rpg,adventure,turn-based combat,strategy,co-op,indie,turn-based,online co-op,party-based rpg,turn-based strategy,rogue-like,strategy rpg,fantasy,board game,hex grid,multiplayer,rogue-lite,difficult","single-player,multi-player,online multi-player,local multi-player,co-op,online co-op,local co-op,shared/split screen,full controller support,steam cloud",14.99,True,527230,IronOak Games,2017
4491,"indie,rpg,strategy",Fantasy Grounds - 5E: The Murmuring Fountain,"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",4.99,False,420730,"SmiteWorks USA, LLC",2015
19339,"action,casual,indie",Defend Felinearth,"indie,casual,action,shoot em up,bullet hell,arcade,classic,anime","single-player,steam achievements,steam trading cards,steam cloud,steam leaderboards",1.99,False,438090,Sixth Line Studios,2016
584,"casual,indie",SpaceChem: 63 Corvi,"indie,casual,puzzle","single-player,downloadable content,steam achievements,steam leaderboards",1.99,False,92803,Zachtronics,2011
4122,"action,indie,rpg,strategy",The Red Solstice Soundtrack,"strategy,rpg,indie,action","single-player,multi-player,co-op,downloadable content,steam achievements,steam trading cards,captions available,steam cloud,stats,steam leaderboards",3.99,False,403910,Ironward,2015
15053,"audio production,video production",VEGAS Movie Studio 14 Steam Edition,"video production,audio production",,49.99,False,523110,MAGIX Software GmbH,2017
15460,"action,indie,strategy",Leon Chameleon - Awesomenauts Character,"strategy,action,indie","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,valve anti-cheat enabled,steam leaderboards",2.99,False,561533,Ronimo Games,2017
3378,"indie,simulation,strategy",Terraform,"strategy,indie,simulation,puzzle,turn-based","single-player,steam achievements,steam workshop,steam cloud,includes level editor",2.99,False,347790,Holgersson Entertainment,2015
22004,casual,Pretty Girls Mahjong Solitaire,"casual,anime,mature,puzzle,board game,nudity","single-player,steam achievements,steam trading cards,steam cloud",4.99,False,393980,Zoo Corporation,2015
9124,"action,indie",BATTLECREW Space Pirates : All Pirates Skins,"action,indie","multi-player,online multi-player,co-op,online co-op,downloadable content,steam achievements,full controller support,steam trading cards,in-app purchases,steam cloud,steam leaderboards",14.99,False,658860,DONTNOD ELEVEN,2017
5444,simulation,FSX: Steam Edition - JU87 D.5/G.2 Stuka Add-On,simulation,"single-player,multi-player,downloadable content,partial controller support",24.99,False,433744,Military Visualizations,2016
19296,"action,indie",source_code,"action,indie","single-player,downloadable content,includes level editor",Free,False,488190,Anton Gerdelan,2016
7431,"action,casual,indie,early access",Landmine Larry,"early access,action,indie,casual,cartoony,3d platformer","single-player,steam achievements,steam cloud",6.99,True,535240,Furion Studios,2016
23322,strategy,Pirates vs Corsairs: Davy Jones's Gold,"strategy,pirates","single-player,multi-player",4.99,False,355650,Little World Studio,2013
11141,"action,free to play,massively multiplayer,rpg,strategy",EVE Online: 5 Daily Alpha Injectors,"strategy,action,free to play,rpg,massively multiplayer","multi-player,online multi-player,mmo,co-op,online co-op,downloadable content,steam trading cards",3.39,False,766711,CCP,2017
4198,"indie,simulation,strategy",Prison Architect,"simulation,building,strategy,management,sandbox,singleplayer,indie,2d,resource management,economy,base building,moddable,top-down,city builder,replay value,casual,action,comedy,funny,rts","single-player,steam achievements,steam trading cards,steam workshop,steam cloud,includes level editor",29.99,False,233450,Introversion Software,2015
9411,"indie,rpg,strategy",Fantasy Grounds - Dungeonlands: Machine of the Lich Queen (Savage Worlds),"strategy,rpg,indie,turn-based,fantasy,party-based rpg,online co-op,software,story rich,utilities","multi-player,co-op,cross-platform multiplayer,downloadable content",24.99,False,680010,"SmiteWorks USA, LLC",2017
4297,"adventure,indie,simulation,strategy",The Living Dungeon: Unearthed,"strategy,adventure,indie,simulation","single-player,downloadable content,full controller support",4.99,False,414030,RadiationBurn,2015
26845,action,Street Fighter X Tekken: Street Fighter Boost Gem Pack 2,action,"single-player,multi-player,downloadable content",0.99,False,210075,"Capcom U.S.A., Inc.",2012
17943,"action,indie,rpg,strategy",WARSHIFT,"strategy,action,indie,rts,rpg,sci-fi,third-person shooter,mechs,multiplayer","single-player,multi-player,co-op,steam achievements,steam trading cards",12.99,False,392580,Cyril Megem,2016
14102,"indie,rpg,simulation,strategy",Halcyon 6: Lightspeed Edition - Soundtrack,"strategy,rpg,indie,simulation","single-player,downloadable content,steam achievements,steam trading cards,steam cloud",4.99,False,677640,"Massive Damage, Inc.",2017
11974,"action,casual,racing",C64 &amp; AMIGA Classix Remakes Sixpack 2,"action,casual,racing","single-player,shared/split screen,partial controller support,steam cloud",5.99,False,751680,magnussoft,2017
21924,action,Raiden IV: OverKill,"action,shoot em up,arcade,bullet hell,2d","single-player,co-op,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",14.99,False,323460,"Moss Co., Ltd.",2015
14469,"adventure,casual,indie",Panda Love,"adventure,indie,casual",single-player,0.99,False,659250,cada,2017
20345,"action,indie",Deathsmiles,"shoot em up,bullet hell,anime,arcade,action,indie,great soundtrack,female protagonist,gothic","single-player,shared/split screen,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",19.99,False,314180,"CAVE Interactive CO.,LTD.",2016
1387,"indie,strategy",Space Hulk,"warhammer 40k,strategy,turn-based,board game,games workshop,turn-based strategy,sci-fi,indie,tactical,singleplayer,multiplayer","single-player,multi-player,cross-platform multiplayer,steam achievements,steam trading cards",24.99,False,242570,Full Control Studios,2013
19167,"casual,free to play,massively multiplayer,strategy",Emperor Content Pack,"strategy,massively multiplayer,casual,free to play","single-player,multi-player,downloadable content,steam achievements,steam turn notifications,includes source sdk,commentary available",49.99,False,492331,"ZiMAD, Inc.",2016
12352,"action,indie",SWARMRIDER OMEGA OST,"action,indie","single-player,downloadable content,full controller support",0.99,False,749610,Walter Machado,2017
1047,racing,F1 Race Stars - Science Accessory Pack,racing,"single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,partial controller support,steam cloud",0.99,False,220805,Codemasters Birmingham,2012
628,"strategy,indie,casual,simulation",Fate of the World: Migration,"strategy,indie,casual,simulation","single-player,downloadable content,steam achievements,steam cloud",4.99,False,80204,Red Redemption,2011
23381,"indie,rpg",Edolie,"rpg,indie,rpgmaker,female protagonist",single-player,9.99,False,349240,Eridani Games,2014
16068,"adventure,casual",Web of Deceit: Black Widow Collector's Edition,"casual,adventure,hidden object",single-player,9.99,False,604340,Blam! Games,2017
7237,"adventure,free to play,rpg,strategy",Epic Starter Bundle,"strategy,adventure,rpg,free to play","single-player,online multi-player,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,in-app purchases",19.99,False,551970,Synapse Games,2016
20210,"action,adventure",Way of the Samurai 3 - Accessory Set,"action,adventure","single-player,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud",1.99,False,428312,ACQUIRE Corp.,2016
